date,station_id,station_name,river,basin,lat,lon,role,stage_m,discharge_m3s,precip_mm,temp_c,sediment_kgm3,area_m2,warn_stage_m,alert_stage_m,warn_q_m3s,alert_q_m3s
2023-05-14,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.61,493.14,0.0,18.7,17.76,491.2,333.0,335.0,3000,5500
2023-05-15,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.57,420.5,0.0,16.9,15.44,423.2,333.0,335.0,3000,5500
2023-05-16,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.54,367.75,0.98,18.9,15.79,373.4,333.0,335.0,3000,5500
2023-05-17,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.53,360.49,0.42,19.4,15.53,366.5,333.0,335.0,3000,5500
2023-05-18,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.51,319.58,0.0,15.0,14.84,327.5,333.0,335.0,3000,5500
2023-05-19,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.49,288.62,0.07,17.4,14.19,297.8,333.0,335.0,3000,5500
2023-05-20,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.46,253.45,0.0,19.1,13.38,263.8,333.0,335.0,3000,5500
2023-05-21,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.44,232.42,1.33,19.7,12.71,243.4,333.0,335.0,3000,5500
2023-05-22,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.42,205.28,0.0,20.4,11.22,216.8,333.0,335.0,3000,5500
2023-05-23,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.41,188.84,0.0,19.3,11.85,200.6,333.0,335.0,3000,5500
2023-05-24,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.39,174.32,0.0,19.8,10.5,186.2,333.0,335.0,3000,5500
2023-05-25,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.38,160.56,0.0,17.9,11.95,172.5,333.0,335.0,3000,5500
2023-05-26,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.37,149.85,0.0,17.1,10.62,161.8,333.0,335.0,3000,5500
2023-05-27,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.36,141.06,0.0,18.4,10.58,152.9,333.0,335.0,3000,5500
2023-05-28,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.37,149.85,0.35,17.5,9.82,161.8,333.0,335.0,3000,5500
2023-05-29,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.37,149.47,5.67,19.4,11.02,161.4,333.0,335.0,3000,5500
2023-05-30,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.35,132.65,0.14,18.4,10.69,144.4,333.0,335.0,3000,5500
2023-05-31,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.34,119.65,0.0,18.6,9.04,131.2,333.0,335.0,3000,5500
2023-06-01,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.33,115.45,0.0,21.0,9.45,127.0,333.0,335.0,3000,5500
2023-06-02,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.32,108.57,0.0,24.6,9.34,119.9,333.0,335.0,3000,5500
2023-06-03,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.31,95.95,0.28,24.7,8.99,106.9,333.0,335.0,3000,5500
2023-06-04,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.3,93.66,0.77,19.4,9.88,104.6,333.0,335.0,3000,5500
2023-06-05,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.3,89.84,0.0,19.5,10.15,100.6,333.0,335.0,3000,5500
2023-06-06,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.29,81.81,0.0,21.6,8.51,92.2,333.0,335.0,3000,5500
2023-06-07,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.28,79.9,0.0,21.8,9.41,90.2,333.0,335.0,3000,5500
2023-06-08,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.29,82.57,0.0,19.6,8.88,93.0,333.0,335.0,3000,5500
2023-06-09,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.27,73.01,2.45,17.6,9.39,83.0,333.0,335.0,3000,5500
2023-06-10,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.27,70.34,0.0,21.4,7.66,80.2,333.0,335.0,3000,5500
2023-06-11,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.26,66.52,0.0,24.8,8.46,76.2,333.0,335.0,3000,5500
2023-06-12,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.26,64.99,6.86,23.0,9.14,74.5,333.0,335.0,3000,5500
2023-06-13,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.27,69.19,0.0,19.9,8.38,79.0,333.0,335.0,3000,5500
2023-06-14,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.26,67.28,0.28,21.0,9.18,77.0,333.0,335.0,3000,5500
2023-06-15,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.26,67.66,0.0,21.2,8.45,77.4,333.0,335.0,3000,5500
2023-06-16,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.27,68.81,5.18,21.3,9.2,78.6,333.0,335.0,3000,5500
2023-06-17,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.27,71.1,0.84,21.6,9.01,81.0,333.0,335.0,3000,5500
2023-06-18,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.27,70.34,0.0,23.2,8.55,80.2,333.0,335.0,3000,5500
2023-06-19,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.27,70.34,0.35,24.5,8.4,80.2,333.0,335.0,3000,5500
2023-06-20,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.29,81.04,6.65,22.5,8.89,91.4,333.0,335.0,3000,5500
2023-06-21,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.31,95.95,9.1,17.4,9.83,106.9,333.0,335.0,3000,5500
2023-06-22,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.3,92.89,3.08,17.4,9.22,103.8,333.0,335.0,3000,5500
2023-06-23,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.34,121.18,11.2,20.2,9.51,132.8,333.0,335.0,3000,5500
2023-06-24,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.33,118.89,17.99,22.8,11.42,130.5,333.0,335.0,3000,5500
2023-06-25,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.33,115.83,5.95,23.7,8.96,127.3,333.0,335.0,3000,5500
2023-06-26,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.36,137.62,0.91,24.6,10.08,149.5,333.0,335.0,3000,5500
2023-06-27,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.44,228.6,26.46,22.3,12.51,239.7,333.0,335.0,3000,5500
2023-06-28,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.46,251.54,0.42,22.5,12.02,262.0,333.0,335.0,3000,5500
2023-06-29,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.42,202.99,0.0,22.7,11.62,214.5,333.0,335.0,3000,5500
2023-06-30,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.4,178.52,0.07,24.4,10.86,190.4,333.0,335.0,3000,5500
2023-07-01,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.39,172.02,5.95,23.4,10.14,183.9,333.0,335.0,3000,5500
2023-07-02,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.37,155.2,2.24,25.2,10.82,167.1,333.0,335.0,3000,5500
2023-07-03,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.36,136.86,1.89,26.1,9.6,148.7,333.0,335.0,3000,5500
2023-07-04,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.37,152.53,13.09,26.1,10.13,164.5,333.0,335.0,3000,5500
2023-07-05,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.37,146.41,0.28,26.7,11.03,158.3,333.0,335.0,3000,5500
2023-07-06,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.37,149.47,1.05,26.8,9.87,161.4,333.0,335.0,3000,5500
2023-07-07,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.36,142.97,3.22,26.3,10.63,154.9,333.0,335.0,3000,5500
2023-07-08,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.33,114.68,4.27,25.1,10.27,126.2,333.0,335.0,3000,5500
2023-07-09,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.31,101.69,9.45,23.8,9.88,112.8,333.0,335.0,3000,5500
2023-07-10,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.32,107.8,0.35,24.1,9.77,119.1,333.0,335.0,3000,5500
2023-07-11,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.31,99.77,0.0,25.7,9.26,110.9,333.0,335.0,3000,5500
2023-07-12,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.32,103.21,0.0,26.8,8.79,114.4,333.0,335.0,3000,5500
2023-07-13,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.31,100.16,0.42,27.3,9.45,111.3,333.0,335.0,3000,5500
2023-07-14,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.32,106.66,8.54,26.4,9.74,118.0,333.0,335.0,3000,5500
2023-07-15,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.36,137.62,0.63,25.0,9.94,149.5,333.0,335.0,3000,5500
2023-07-16,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.33,112.01,10.99,25.2,9.16,123.4,333.0,335.0,3000,5500
2023-07-17,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.29,87.54,0.07,27.4,9.5,98.2,333.0,335.0,3000,5500
2023-07-18,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.28,74.93,0.0,26.7,8.36,85.0,333.0,335.0,3000,5500
2023-07-19,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.31,97.1,0.7,25.9,9.52,108.1,333.0,335.0,3000,5500
2023-07-20,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.34,122.71,0.42,25.3,9.63,134.4,333.0,335.0,3000,5500
2023-07-21,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.35,131.89,1.54,25.5,9.22,143.7,333.0,335.0,3000,5500
2023-07-22,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.33,113.15,0.0,24.3,10.45,124.6,333.0,335.0,3000,5500
2023-07-23,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.3,92.89,0.28,24.8,9.5,103.8,333.0,335.0,3000,5500
2023-07-24,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.29,87.92,5.53,24.4,9.36,98.6,333.0,335.0,3000,5500
2023-07-25,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.28,76.46,7.84,24.1,8.23,86.6,333.0,335.0,3000,5500
2023-07-26,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.27,69.57,8.68,25.4,8.66,79.4,333.0,335.0,3000,5500
2023-07-27,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.26,64.22,0.14,28.9,8.72,73.7,333.0,335.0,3000,5500
2023-07-28,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.26,66.9,0.56,29.2,8.33,76.6,333.0,335.0,3000,5500
2023-07-29,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.29,81.04,0.91,28.3,9.7,91.4,333.0,335.0,3000,5500
2023-07-30,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.27,73.01,0.0,26.1,7.9,83.0,333.0,335.0,3000,5500
2023-07-31,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.24,53.9,2.8,25.2,8.66,62.7,333.0,335.0,3000,5500
2023-08-01,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.24,55.05,0.0,23.1,7.6,63.9,333.0,335.0,3000,5500
2023-08-02,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.24,51.61,0.0,23.2,7.66,60.2,333.0,335.0,3000,5500
2023-08-03,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,46.64,0.35,22.5,7.68,54.8,333.0,335.0,3000,5500
2023-08-04,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.22,44.73,0.91,22.3,8.4,52.8,333.0,335.0,3000,5500
2023-08-05,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.22,42.43,0.0,24.7,7.83,50.3,333.0,335.0,3000,5500
2023-08-06,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,47.78,0.42,25.3,7.95,56.1,333.0,335.0,3000,5500
2023-08-07,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.29,85.63,9.52,24.9,8.64,96.2,333.0,335.0,3000,5500
2023-08-08,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.35,133.03,0.49,25.0,9.34,144.8,333.0,335.0,3000,5500
2023-08-09,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.28,79.51,0.07,25.5,8.52,89.8,333.0,335.0,3000,5500
2023-08-10,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.3,92.89,9.03,23.1,8.76,103.8,333.0,335.0,3000,5500
2023-08-11,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.3,95.19,0.0,25.2,9.11,106.1,333.0,335.0,3000,5500
2023-08-12,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.28,79.13,0.28,26.6,8.74,89.4,333.0,335.0,3000,5500
2023-08-13,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.26,64.22,0.07,28.4,7.55,73.7,333.0,335.0,3000,5500
2023-08-14,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.24,54.67,3.92,26.0,8.1,63.5,333.0,335.0,3000,5500
2023-08-15,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.24,55.81,2.66,26.8,8.91,64.7,333.0,335.0,3000,5500
2023-08-16,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.25,60.4,0.21,24.3,8.3,69.7,333.0,335.0,3000,5500
2023-08-17,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.24,51.99,0.7,24.7,8.28,60.6,333.0,335.0,3000,5500
2023-08-18,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,48.55,1.33,25.0,7.94,56.9,333.0,335.0,3000,5500
2023-08-19,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,46.64,0.0,22.1,7.91,54.8,333.0,335.0,3000,5500
2023-08-20,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.22,43.2,0.0,23.8,8.09,51.1,333.0,335.0,3000,5500
2023-08-21,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.21,38.99,0.0,26.6,7.48,46.5,333.0,335.0,3000,5500
2023-08-22,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.2,34.71,0.0,26.0,7.86,41.8,333.0,335.0,3000,5500
2023-08-23,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.19,32.72,0.0,22.4,7.23,39.6,333.0,335.0,3000,5500
2023-08-24,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.19,30.35,3.92,24.2,7.97,36.9,333.0,335.0,3000,5500
2023-08-25,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.2,34.4,0.84,26.4,7.29,41.4,333.0,335.0,3000,5500
2023-08-26,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,47.4,2.31,27.1,8.47,55.7,333.0,335.0,3000,5500
2023-08-27,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.19,32.53,0.14,26.8,8.28,39.3,333.0,335.0,3000,5500
2023-08-30,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.18,27.87,0.14,25.7,7.14,34.1,333.0,335.0,3000,5500
2023-08-31,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.17,22.9,0.0,22.9,7.93,28.5,333.0,335.0,3000,5500
2023-09-01,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.18,26.99,0.0,21.3,7.6,33.1,333.0,335.0,3000,5500
2023-09-02,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.19,30.96,0.0,21.8,8.3,37.6,333.0,335.0,3000,5500
2023-09-03,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.19,29.51,0.0,26.7,7.6,36.0,333.0,335.0,3000,5500
2023-09-04,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.17,24.7,0.07,29.4,7.59,30.5,333.0,335.0,3000,5500
2023-09-05,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.16,21.41,0.0,30.7,7.52,26.8,333.0,335.0,3000,5500
2023-09-06,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.16,19.95,0.0,30.3,8.08,25.1,333.0,335.0,3000,5500
2023-09-07,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.15,17.2,1.68,28.1,6.81,21.9,333.0,335.0,3000,5500
2023-09-08,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.18,28.59,9.1,26.3,8.09,34.9,333.0,335.0,3000,5500
2023-09-09,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.26,66.13,0.28,25.4,8.64,75.7,333.0,335.0,3000,5500
2023-09-10,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.29,87.92,6.37,22.5,8.85,98.6,333.0,335.0,3000,5500
2023-09-11,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.3,89.07,9.17,23.2,8.99,99.8,333.0,335.0,3000,5500
2023-09-12,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.25,61.16,0.63,23.6,8.89,70.5,333.0,335.0,3000,5500
2023-09-13,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.32,109.71,5.32,23.4,9.94,121.1,333.0,335.0,3000,5500
2023-09-14,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.3,88.69,0.0,21.6,9.86,99.4,333.0,335.0,3000,5500
2023-09-15,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.25,61.16,0.0,19.0,8.22,70.5,333.0,335.0,3000,5500
2023-09-16,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,47.02,0.0,19.3,7.41,55.3,333.0,335.0,3000,5500
2023-09-17,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,47.78,7.91,18.3,7.97,56.1,333.0,335.0,3000,5500
2023-09-18,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.22,44.73,2.03,18.8,8.06,52.8,333.0,335.0,3000,5500
2023-09-19,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.22,43.96,0.0,19.2,7.94,51.9,333.0,335.0,3000,5500
2023-09-20,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,47.02,0.0,18.7,8.69,55.3,333.0,335.0,3000,5500
2023-09-21,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,50.46,0.0,19.9,9.2,59.0,333.0,335.0,3000,5500
2023-09-22,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.25,58.49,0.0,18.9,8.59,67.6,333.0,335.0,3000,5500
2023-09-23,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.28,76.84,17.22,15.7,8.04,87.0,333.0,335.0,3000,5500
2023-09-24,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.43,210.63,18.41,17.5,12.35,222.1,333.0,335.0,3000,5500
2023-09-25,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.38,163.23,0.42,18.5,10.36,175.2,333.0,335.0,3000,5500
2023-09-26,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.36,137.24,1.47,16.2,10.16,149.1,333.0,335.0,3000,5500
2023-09-27,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.4,176.99,0.21,16.6,11.47,188.9,333.0,335.0,3000,5500
2023-09-28,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.39,168.58,0.0,15.5,11.02,180.5,333.0,335.0,3000,5500
2023-09-29,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.36,136.86,1.05,17.7,10.1,148.7,333.0,335.0,3000,5500
2023-09-30,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.33,114.68,0.0,19.3,9.79,126.2,333.0,335.0,3000,5500
2023-10-01,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.31,95.95,0.0,20.7,9.6,106.9,333.0,335.0,3000,5500
2023-10-02,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.28,78.37,0.0,21.5,9.14,88.6,333.0,335.0,3000,5500
2023-10-03,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.27,72.63,0.0,21.7,9.65,82.6,333.0,335.0,3000,5500
2023-10-04,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.26,66.9,0.0,21.2,7.32,76.6,333.0,335.0,3000,5500
2023-10-05,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.25,58.11,0.21,19.1,8.09,67.2,333.0,335.0,3000,5500
2023-10-06,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.24,56.19,0.84,20.6,8.13,65.2,333.0,335.0,3000,5500
2023-10-07,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.24,54.67,5.6,17.5,8.69,63.5,333.0,335.0,3000,5500
2023-10-08,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.25,57.34,0.0,12.7,8.5,66.4,333.0,335.0,3000,5500
2023-10-09,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,49.7,0.77,12.0,8.59,58.2,333.0,335.0,3000,5500
2023-10-10,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.24,51.99,0.21,13.3,7.69,60.6,333.0,335.0,3000,5500
2023-10-11,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.24,53.52,0.0,14.6,8.23,62.3,333.0,335.0,3000,5500
2023-10-12,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,50.84,0.0,15.8,8.53,59.4,333.0,335.0,3000,5500
2023-10-13,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,49.31,0.0,15.7,8.21,57.7,333.0,335.0,3000,5500
2023-10-14,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,50.46,4.83,14.1,8.09,59.0,333.0,335.0,3000,5500
2023-10-15,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.25,59.25,7.98,12.1,8.56,68.4,333.0,335.0,3000,5500
2023-10-16,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.24,53.9,0.0,10.9,9.02,62.7,333.0,335.0,3000,5500
2023-10-17,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.24,53.52,0.0,13.3,7.44,62.3,333.0,335.0,3000,5500
2023-10-18,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.25,60.78,0.0,12.1,9.16,70.1,333.0,335.0,3000,5500
2023-10-19,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.27,69.19,0.0,13.3,8.78,79.0,333.0,335.0,3000,5500
2023-10-20,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.26,65.75,1.05,15.5,8.22,75.3,333.0,335.0,3000,5500
2023-10-21,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.26,62.69,0.91,14.2,8.8,72.1,333.0,335.0,3000,5500
2023-10-22,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.24,55.81,0.28,12.6,8.39,64.7,333.0,335.0,3000,5500
2023-10-23,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,50.08,0.0,10.9,8.75,58.6,333.0,335.0,3000,5500
2023-10-24,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,47.02,0.0,11.8,7.85,55.3,333.0,335.0,3000,5500
2023-10-25,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,48.17,0.0,14.9,8.61,56.5,333.0,335.0,3000,5500
2023-10-26,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.22,45.11,0.0,17.5,7.77,53.2,333.0,335.0,3000,5500
2023-10-27,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.22,44.34,0.0,20.1,8.25,52.4,333.0,335.0,3000,5500
2023-10-28,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.22,44.73,0.0,21.4,8.42,52.8,333.0,335.0,3000,5500
2023-10-29,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.23,47.4,0.21,20.2,8.16,55.7,333.0,335.0,3000,5500
2023-10-30,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.21,40.9,1.47,16.7,8.31,48.6,333.0,335.0,3000,5500
2023-10-31,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.22,42.05,1.33,10.0,7.83,49.8,333.0,335.0,3000,5500
2023-11-01,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.22,41.67,0.0,6.4,8.5,49.4,333.0,335.0,3000,5500
2023-11-02,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.21,39.76,0.0,4.7,7.82,47.3,333.0,335.0,3000,5500
2023-11-03,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.21,39.76,0.0,7.3,7.74,47.3,333.0,335.0,3000,5500
2023-11-04,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.21,38.99,0.0,10.3,7.96,46.5,333.0,335.0,3000,5500
2023-11-05,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.21,37.77,0.0,12.6,7.96,45.1,333.0,335.0,3000,5500
2023-11-06,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.21,38.99,0.0,11.3,7.67,46.5,333.0,335.0,3000,5500
2023-11-07,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.2,34.56,0.0,16.6,8.23,41.6,333.0,335.0,3000,5500
2023-11-08,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.21,38.07,0.0,13.3,7.94,45.5,333.0,335.0,3000,5500
2023-11-09,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.21,40.14,0.0,14.9,8.28,47.8,333.0,335.0,3000,5500
2023-11-10,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.21,39.76,5.6,10.5,7.42,47.3,333.0,335.0,3000,5500
2023-11-11,YR-TG,潼关,黄河,黄河干流,34.612,110.286,trunk,328.21,39.37,0.0,8.3,7.49,46.9,333.0,335.0,3000,5500
